Entry_Name,Gene Ontology IDs
B9D1_MOUSE,GO:0001701; GO:0001944; GO:0005737; GO:0005813; GO:0007224; GO:0008158; GO:0016020; GO:0032880; GO:0035869; GO:0036038; GO:0036064; GO:0042733; GO:0043010; GO:0060271; GO:0060563
TAB1_MOUSE,GO:0001701; GO:0003007; GO:0003279; GO:0004722; GO:0005634; GO:0005829; GO:0007179; GO:0016607; GO:0019209; GO:0030324; GO:0032991; GO:0035904; GO:0043406; GO:0043410; GO:0044877; GO:0048273; GO:0060976; GO:0071902
TAB1_MOUSE,GO:0001701; GO:0003007; GO:0003279; GO:0004722; GO:0005634; GO:0005829; GO:0007179; GO:0016607; GO:0019209; GO:0030324; GO:0032991; GO:0035904; GO:0043406; GO:0043410; GO:0044877; GO:0048273; GO:0060976; GO:0071902
NXN_HUMAN,GO:0001701; GO:0004791; GO:0005634; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0072359
TANC2_RAT,GO:0001701; GO:0030424; GO:0043197; GO:0060998; GO:0061001; GO:0070161; GO:0098978; GO:0099092; GO:0099519
TRXR1_RAT,GO:0001707; GO:0001890; GO:0004791; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006979; GO:0007369; GO:0008283; GO:0009410; GO:0010269; GO:0010942; GO:0016174; GO:0016259; GO:0033797; GO:0042537; GO:0042744; GO:0042802; GO:0043025; GO:0045340; GO:0045454; GO:0048678; GO:0050137; GO:0055093; GO:0070276; GO:0070995; GO:0071280; GO:0071455; GO:0071949
DSCL1_HUMAN,GO:0001709; GO:0005615; GO:0005886; GO:0007156; GO:0007409; GO:0007411; GO:0007417; GO:0007420; GO:0009953; GO:0009986; GO:0016021; GO:0030424; GO:0042803; GO:0045202; GO:0048704; GO:0070161; GO:0070593; GO:0098632
MYLK_BOVIN,GO:0001725; GO:0003779; GO:0004672; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0014820; GO:0030027; GO:0032154; GO:0046872
CT2NL_DROME,GO:0001725; GO:0005737; GO:0030027; GO:0061573; GO:0090443; GO:0150012; GO:1903119; GO:2000394; GO:2000601
ACAP2_HUMAN,GO:0001726; GO:0005096; GO:0010008; GO:0016020; GO:0030029; GO:0032456; GO:0046872; GO:1990090
EIF3C_CULQU,GO:0001732; GO:0003723; GO:0003743; GO:0005852; GO:0016282; GO:0031369; GO:0033290
EIF3J_CULQU,GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290
EGH_DROME,GO:0001744; GO:0005737; GO:0006688; GO:0007281; GO:0007293; GO:0007298; GO:0007299; GO:0007411; GO:0008049; GO:0016021; GO:0016325; GO:0016333; GO:0019187; GO:0030707; GO:0030720; GO:0033227; GO:0042248; GO:0045165; GO:0045434; GO:0046662; GO:0048935
JAK_DROME,GO:0001745; GO:0001751; GO:0004713; GO:0004715; GO:0005126; GO:0005524; GO:0005829; GO:0005856; GO:0007259; GO:0007260; GO:0007298; GO:0007350; GO:0007365; GO:0007399; GO:0007424; GO:0007442; GO:0007455; GO:0007472; GO:0007478; GO:0007481; GO:0007538; GO:0007616; GO:0009898; GO:0012505; GO:0016318; GO:0016476; GO:0019221; GO:0019827; GO:0030154; GO:0030707; GO:0030713; GO:0031453; GO:0035167; GO:0035206; GO:0035556; GO:0038083; GO:0042067; GO:0042386; GO:0045317; GO:0045475; GO:0048749; GO:0051607; GO:0060031
TENM_DROME,GO:0001745; GO:0001941; GO:0005737; GO:0005886; GO:0005887; GO:0007155; GO:0007274; GO:0008039; GO:0008045; GO:0016200; GO:0022416; GO:0031005; GO:0031012; GO:0031122; GO:0031594; GO:0034110; GO:0034116; GO:0040017; GO:0042051; GO:0042802; GO:0042803; GO:0043005; GO:0043025; GO:0045211; GO:0045467; GO:0046982; GO:0048058; GO:0048499; GO:0048790; GO:0050808; GO:0051124; GO:0070161; GO:0097090; GO:0099190; GO:0099559; GO:2000331
NOTCH_DROME,GO:0001745; GO:0002052; GO:0002213; GO:0003682; GO:0003713; GO:0004888; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005769; GO:0005770; GO:0005783; GO:0005788; GO:0005796; GO:0005829; GO:0005886; GO:0005887; GO:0005912; GO:0006110; GO:0007015; GO:0007219; GO:0007293; GO:0007297; GO:0007298; GO:0007346; GO:0007391; GO:0007400; GO:0007403; GO:0007405; GO:0007411; GO:0007422; GO:0007423; GO:0007440; GO:0007455; GO:0007474; GO:0007476; GO:0007478; GO:0007480; GO:0007498; GO:0007521; GO:0007616; GO:0008045; GO:0008284; GO:0008340; GO:0008347; GO:0008356; GO:0008407; GO:0008587; GO:0009608; GO:0009950; GO:0009986; GO:0010001; GO:0010628; GO:0010629; GO:0014018; GO:0014019; GO:0016021; GO:0016324; GO:0016330; GO:0016348; GO:0016360; GO:0022416; GO:0030139; GO:0030154; GO:0030707; GO:0030713; GO:0030718; GO:0030720; GO:0032991; GO:0035035; GO:0035153; GO:0035162; GO:0035167; GO:0035171; GO:0035172; GO:0035204; GO:0035214; GO:0035222; GO:0036011; GO:0036099; GO:0036335; GO:0040008; GO:0042686; GO:0042688; GO:0042691; GO:0043525; GO:0043697; GO:0045165; GO:0045316; GO:0045466; GO:0045595; GO:0045893; GO:0045944; GO:0046331; GO:0046666; GO:0046667; GO:0046716; GO:0046843; GO:0048052; GO:0048056; GO:0048190; GO:0048477; GO:0048542; GO:0048627; GO:0048664; GO:0048665; GO:0048749; GO:0048803; GO:0048863; GO:0050699; GO:0050767; GO:0050768; GO:0050877; GO:0051489; GO:0060250; GO:0060288; GO:0060289; GO:0060571; GO:0061331; GO:0061382; GO:0097150; GO:1900087; GO:1902692; GO:1990433; GO:2000035; GO:2000048
CBPC1_MOUSE,GO:0001754; GO:0004181; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006508; GO:0007005; GO:0007628; GO:0008233; GO:0008270; GO:0008285; GO:0015631; GO:0021549; GO:0021680; GO:0021702; GO:0021772; GO:0021954; GO:0035608; GO:0035609; GO:0035610; GO:0042133; GO:0043231; GO:0050905; GO:0060041; GO:0098930; GO:0098957; GO:0098958; GO:1904115; GO:2000060
SAX3_CAEEL,GO:0001764; GO:0005829; GO:0005887; GO:0005911; GO:0008046; GO:0033563; GO:0035385; GO:0050839; GO:0097374; GO:0098609; GO:1905489
MK01_BOVIN,GO:0001784; GO:0004674; GO:0004707; GO:0004708; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005769; GO:0005770; GO:0005794; GO:0005815; GO:0005829; GO:0005886; GO:0005901; GO:0005925; GO:0006468; GO:0006915; GO:0006974; GO:0007049; GO:0007166; GO:0008353; GO:0010628; GO:0010759; GO:0010800; GO:0018105; GO:0018107; GO:0019858; GO:0019902; GO:0030278; GO:0030641; GO:0030878; GO:0031143; GO:0031647; GO:0031663; GO:0032212; GO:0032872; GO:0033598; GO:0034198; GO:0034614; GO:0035094; GO:0035556; GO:0038127; GO:0042473; GO:0042802; GO:0043330; GO:0045596; GO:0048538; GO:0050852; GO:0050853; GO:0051403; GO:0051493; GO:0051973; GO:0060020; GO:0060291; GO:0060324; GO:0060425; GO:0060440; GO:0060716; GO:0061308; GO:0070371; GO:0070849; GO:0071276; GO:0071356; GO:0072584; GO:0072686; GO:0090170; GO:0106310; GO:0120041; GO:1903351; GO:1904355; GO:2000641
CD22_HUMAN,GO:0001791; GO:0002638; GO:0005102; GO:0005737; GO:0005769; GO:0005886; GO:0005887; GO:0007155; GO:0009897; GO:0009986; GO:0016021; GO:0019903; GO:0030100; GO:0030246; GO:0030888; GO:0032809; GO:0033691; GO:0042113; GO:0042609; GO:0050776; GO:0050849; GO:0050859; GO:0055037; GO:0070062
FABP4_BOVIN,GO:0001816; GO:0005324; GO:0005634; GO:0005737; GO:0005829; GO:0006469; GO:0006631; GO:0008284; GO:0010628; GO:0010629; GO:0015909; GO:0036041; GO:0042632; GO:0045892; GO:0050729; GO:0050872; GO:0050873; GO:0071285
TLR2_CANLF,GO:0001817; GO:0002224; GO:0002755; GO:0004888; GO:0005794; GO:0005887; GO:0006954; GO:0030670; GO:0034134; GO:0038023; GO:0042497; GO:0045087; GO:0045121; GO:0050135; GO:0061809; GO:0071726; GO:0071727
TLR2_CANLF,GO:0001817; GO:0002224; GO:0002755; GO:0004888; GO:0005794; GO:0005887; GO:0006954; GO:0030670; GO:0034134; GO:0038023; GO:0042497; GO:0045087; GO:0045121; GO:0050135; GO:0061809; GO:0071726; GO:0071727
TLR22_CHICK,GO:0001817; GO:0002224; GO:0002755; GO:0004888; GO:0005887; GO:0006954; GO:0034134; GO:0038023; GO:0042494; GO:0042497; GO:0045087; GO:0050135; GO:0061809
KCC2A_DROME,GO:0001818; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0007268; GO:0007528; GO:0007611; GO:0007616; GO:0007619; GO:0008049; GO:0008582; GO:0009267; GO:0010888; GO:0030424; GO:0030425; GO:0032226; GO:0043005; GO:0045211; GO:0048786; GO:0051489; GO:0060278; GO:0106310; GO:1990443
DYHC2_HUMAN,GO:0001822; GO:0003774; GO:0005524; GO:0005794; GO:0005868; GO:0005874; GO:0005886; GO:0005929; GO:0005930; GO:0007018; GO:0007030; GO:0007368; GO:0008569; GO:0009953; GO:0016485; GO:0021522; GO:0030286; GO:0030326; GO:0030900; GO:0031514; GO:0035721; GO:0045177; GO:0045505; GO:0045880; GO:0051959; GO:0060271; GO:0060976; GO:0061512; GO:0070062; GO:0097542; GO:1905515
DYHC2_HUMAN,GO:0001822; GO:0003774; GO:0005524; GO:0005794; GO:0005868; GO:0005874; GO:0005886; GO:0005929; GO:0005930; GO:0007018; GO:0007030; GO:0007368; GO:0008569; GO:0009953; GO:0016485; GO:0021522; GO:0030286; GO:0030326; GO:0030900; GO:0031514; GO:0035721; GO:0045177; GO:0045505; GO:0045880; GO:0051959; GO:0060271; GO:0060976; GO:0061512; GO:0070062; GO:0097542; GO:1905515
DCOR_RAT,GO:0001822; GO:0004586; GO:0005737; GO:0005829; GO:0006595; GO:0008283; GO:0008284; GO:0009446; GO:0009615; GO:0033387; GO:0042176; GO:0042803; GO:0048471
DYHC2_RAT,GO:0001822; GO:0005524; GO:0005794; GO:0005868; GO:0005874; GO:0005886; GO:0005930; GO:0007018; GO:0007030; GO:0007368; GO:0007507; GO:0008569; GO:0009953; GO:0016485; GO:0021522; GO:0030182; GO:0030286; GO:0030326; GO:0030900; GO:0031514; GO:0035721; GO:0045177; GO:0045505; GO:0045880; GO:0051959; GO:0060271; GO:0060976; GO:0061512; GO:1905515
DYHC2_MOUSE,GO:0001822; GO:0005524; GO:0005794; GO:0005868; GO:0005874; GO:0005886; GO:0005930; GO:0007018; GO:0007030; GO:0007368; GO:0007507; GO:0008569; GO:0009953; GO:0016485; GO:0021522; GO:0030182; GO:0030286; GO:0030326; GO:0030900; GO:0031514; GO:0035721; GO:0045177; GO:0045505; GO:0045880; GO:0051959; GO:0060271; GO:0060976; GO:0061512; GO:1905515
TRXR3_MOUSE,GO:0001825; GO:0004791; GO:0005654; GO:0005739; GO:0005783; GO:0005829; GO:0006749; GO:0007283; GO:0030154; GO:0045454; GO:0050660; GO:0097573
ALR_MOUSE,GO:0001889; GO:0005615; GO:0005739; GO:0005758; GO:0005829; GO:0008083; GO:0015035; GO:0016971; GO:0043066; GO:0045953; GO:0050660; GO:0071222; GO:0071356; GO:0072717; GO:0097237; GO:0097421; GO:1903204; GO:2000573
GTR1_RABIT,GO:0001917; GO:0005355; GO:0005886; GO:0005887; GO:0030864; GO:0043621; GO:0045494; GO:0065003; GO:1904659
CAD23_RAT,GO:0001917; GO:0005509; GO:0005813; GO:0005886; GO:0005911; GO:0006816; GO:0007156; GO:0007605; GO:0007626; GO:0008344; GO:0016021; GO:0032420; GO:0032426; GO:0042472; GO:0042491; GO:0045177; GO:0045202; GO:0045494; GO:0047485; GO:0048563; GO:0048839; GO:0050953; GO:0050957; GO:0051480; GO:0060013; GO:0060088; GO:0060091; GO:0060122; GO:0098609; GO:0098683; GO:0098684
NUMB_DROME,GO:0001920; GO:0005112; GO:0005524; GO:0005634; GO:0005737; GO:0005938; GO:0007405; GO:0007406; GO:0008104; GO:0008347; GO:0009786; GO:0010629; GO:0014019; GO:0016360; GO:0035050; GO:0035883; GO:0042694; GO:0045035; GO:0045178; GO:0045746; GO:0045807; GO:0050767; GO:0051642; GO:0051960; GO:0055059; GO:0061320; GO:0061382; GO:1902692
LRP6_HUMAN,GO:0001933; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005783; GO:0005886; GO:0006469; GO:0007204; GO:0007268; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0031410; GO:0031901; GO:0034392; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045121; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0051091; GO:0060070; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090118; GO:0090244; GO:0098609; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909
CHNMO_DROME,GO:0001933; GO:0005634; GO:0006357; GO:0007548; GO:0016319; GO:0019102; GO:0030838; GO:0035214; GO:0046872; GO:0048666; GO:0051170; GO:2000035
ARRB1_MACFA,GO:0001934; GO:0002092; GO:0005634; GO:0005905; GO:0006511; GO:0007165; GO:0015031; GO:0031143; GO:0031410; GO:0045746
TENA_DROME,GO:0001941; GO:0005576; GO:0007155; GO:0007274; GO:0008039; GO:0008045; GO:0016021; GO:0016200; GO:0030424; GO:0031012; GO:0031594; GO:0034110; GO:0034116; GO:0040017; GO:0042734; GO:0042803; GO:0043025; GO:0046982; GO:0048036; GO:0048499; GO:0048786; GO:0048788; GO:0048790; GO:0050808; GO:0051124; GO:0070161; GO:0097090; GO:2000331
TENA_DROME,GO:0001941; GO:0005576; GO:0007155; GO:0007274; GO:0008039; GO:0008045; GO:0016021; GO:0016200; GO:0030424; GO:0031012; GO:0031594; GO:0034110; GO:0034116; GO:0040017; GO:0042734; GO:0042803; GO:0043025; GO:0046982; GO:0048036; GO:0048499; GO:0048786; GO:0048788; GO:0048790; GO:0050808; GO:0051124; GO:0070161; GO:0097090; GO:2000331
RECK_CHICK,GO:0001955; GO:0002040; GO:0004866; GO:0004867; GO:0005615; GO:0005886; GO:0008191; GO:0030198; GO:0031225; GO:0045765; GO:0090210; GO:0090263; GO:1904684; GO:1904928; GO:1990909
PPBT_BOVIN,GO:0001958; GO:0003006; GO:0004035; GO:0004427; GO:0005509; GO:0005758; GO:0005886; GO:0010259; GO:0016311; GO:0016462; GO:0016887; GO:0019725; GO:0030282; GO:0031012; GO:0031214; GO:0031225; GO:0031966; GO:0033280; GO:0033883; GO:0034516; GO:0042822; GO:0043262; GO:0046677; GO:0050187; GO:0052732; GO:0055062; GO:0055074; GO:0065010; GO:0071407; GO:0120162; GO:1904383
CRHBP_RAT,GO:0001963; GO:0002125; GO:0005615; GO:0005634; GO:0005767; GO:0005771; GO:0005874; GO:0006954; GO:0007565; GO:0009755; GO:0030141; GO:0030425; GO:0031045; GO:0035865; GO:0035903; GO:0042277; GO:0042445; GO:0043196; GO:0043204; GO:0043679; GO:0045055; GO:0048149; GO:0051424; GO:0051459; GO:0051460; GO:0071277; GO:0071314; GO:0071320; GO:0071356; GO:0071391; GO:0071392; GO:0071466; GO:0080135; GO:0097211; GO:1900011; GO:2000310
RHES_HUMAN,GO:0001963; GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0007626; GO:0031681; GO:0033235; GO:0043949; GO:0045202; GO:0051897
NLGN2_MOUSE,GO:0001966; GO:0002087; GO:0005737; GO:0005886; GO:0005887; GO:0007158; GO:0007268; GO:0007416; GO:0007420; GO:0007630; GO:0008284; GO:0009986; GO:0019233; GO:0032024; GO:0032230; GO:0034394; GO:0035176; GO:0035418; GO:0035641; GO:0038023; GO:0042043; GO:0042734; GO:0042802; GO:0043198; GO:0045202; GO:0045211; GO:0048488; GO:0050804; GO:0050808; GO:0050839; GO:0050885; GO:0051932; GO:0051965; GO:0051968; GO:0060076; GO:0060077; GO:0060999; GO:0070161; GO:0072553; GO:0072578; GO:0097104; GO:0097105; GO:0097116; GO:0097119; GO:0097151; GO:0097470; GO:0098690; GO:0098691; GO:0098698; GO:0098982; GO:0099055; GO:0099060; GO:1901142; GO:1902474; GO:1904034; GO:1904862; GO:1905606; GO:2000311; GO:2000463; GO:2000809
SPB13_HUMAN,GO:0002020; GO:0004867; GO:0004869; GO:0005615; GO:0005654; GO:0005737; GO:0005829; GO:0009411; GO:0010951; GO:0016607; GO:0030162; GO:0043202; GO:0070062; GO:1902173
SPB6_MOUSE,GO:0002020; GO:0004867; GO:0005615; GO:0005737; GO:0007605; GO:0008406; GO:0010951; GO:0062023; GO:0071470; GO:0097180
RNF34_MOUSE,GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0006915; GO:0012505; GO:0016567; GO:0016604; GO:0016607; GO:0031625; GO:0035872; GO:0043161; GO:0046872; GO:0061630; GO:0070417; GO:0070936; GO:1901797; GO:1901981; GO:1902042; GO:2000374; GO:2001271
JMJD6_BOVIN,GO:0002040; GO:0003727; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006325; GO:0006397; GO:0006482; GO:0006909; GO:0008380; GO:0018395; GO:0030154; GO:0032451; GO:0032452; GO:0033746; GO:0033749; GO:0035513; GO:0035515; GO:0045893; GO:0045944; GO:0046872; GO:0048024; GO:0051260; GO:0070079; GO:0070815; GO:0106140; GO:0140537
OTUL_MOUSE,GO:0002040; GO:0004843; GO:0005737; GO:0008234; GO:0010803; GO:0016055; GO:0032088; GO:0045087; GO:0050728; GO:0060828; GO:0070431; GO:1990108
S39AE_HUMAN,GO:0002062; GO:0005381; GO:0005384; GO:0005385; GO:0005765; GO:0005886; GO:0005887; GO:0006094; GO:0006882; GO:0008286; GO:0010817; GO:0015086; GO:0015093; GO:0015296; GO:0016021; GO:0016323; GO:0016324; GO:0031901; GO:0031902; GO:0032869; GO:0033212; GO:0034755; GO:0045745; GO:0051344; GO:0055071; GO:0071333; GO:0071421; GO:0071577; GO:0071578; GO:0098662; GO:0098739
UQCC2_XENTR,GO:0002082; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0034551; GO:0042645; GO:0050796; GO:0070131; GO:2001014
LYPA1_MOUSE,GO:0002084; GO:0004620; GO:0004622; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0005886; GO:0006631; GO:0008474; GO:0016298; GO:0031965; GO:0042997; GO:0052689
NLGN1_MOUSE,GO:0002087; GO:0005794; GO:0005886; GO:0005887; GO:0006605; GO:0007157; GO:0007158; GO:0007268; GO:0007399; GO:0007416; GO:0009897; GO:0009986; GO:0010841; GO:0010976; GO:0014069; GO:0016080; GO:0016339; GO:0030165; GO:0030425; GO:0031175; GO:0031594; GO:0032230; GO:0032433; GO:0035418; GO:0038023; GO:0042043; GO:0042802; GO:0043083; GO:0043197; GO:0043198; GO:0043235; GO:0044877; GO:0045184; GO:0045202; GO:0045664; GO:0048488; GO:0048489; GO:0048511; GO:0048789; GO:0048812; GO:0050804; GO:0050808; GO:0050839; GO:0051491; GO:0051965; GO:0051968; GO:0060074; GO:0060076; GO:0060291; GO:0060999; GO:0061002; GO:0070161; GO:0071277; GO:0072553; GO:0090125; GO:0097091; GO:0097104; GO:0097105; GO:0097110; GO:0097113; GO:0097114; GO:0097115; GO:0097119; GO:0097120; GO:0098698; GO:0098793; GO:0098942; GO:0098978; GO:0098984; GO:0099060; GO:0099174; GO:0099558; GO:0099560; GO:0140058; GO:1900029; GO:1900075; GO:1900244; GO:1902474; GO:1902533; GO:1904861; GO:1905520; GO:2000302; GO:2000310; GO:2000311; GO:2000463; GO:2000809
NLGN1_MOUSE,GO:0002087; GO:0005794; GO:0005886; GO:0005887; GO:0006605; GO:0007157; GO:0007158; GO:0007268; GO:0007399; GO:0007416; GO:0009897; GO:0009986; GO:0010841; GO:0010976; GO:0014069; GO:0016080; GO:0016339; GO:0030165; GO:0030425; GO:0031175; GO:0031594; GO:0032230; GO:0032433; GO:0035418; GO:0038023; GO:0042043; GO:0042802; GO:0043083; GO:0043197; GO:0043198; GO:0043235; GO:0044877; GO:0045184; GO:0045202; GO:0045664; GO:0048488; GO:0048489; GO:0048511; GO:0048789; GO:0048812; GO:0050804; GO:0050808; GO:0050839; GO:0051491; GO:0051965; GO:0051968; GO:0060074; GO:0060076; GO:0060291; GO:0060999; GO:0061002; GO:0070161; GO:0071277; GO:0072553; GO:0090125; GO:0097091; GO:0097104; GO:0097105; GO:0097110; GO:0097113; GO:0097114; GO:0097115; GO:0097119; GO:0097120; GO:0098698; GO:0098793; GO:0098942; GO:0098978; GO:0098984; GO:0099060; GO:0099174; GO:0099558; GO:0099560; GO:0140058; GO:1900029; GO:1900075; GO:1900244; GO:1902474; GO:1902533; GO:1904861; GO:1905520; GO:2000302; GO:2000310; GO:2000311; GO:2000463; GO:2000809
NLGN1_MOUSE,GO:0002087; GO:0005794; GO:0005886; GO:0005887; GO:0006605; GO:0007157; GO:0007158; GO:0007268; GO:0007399; GO:0007416; GO:0009897; GO:0009986; GO:0010841; GO:0010976; GO:0014069; GO:0016080; GO:0016339; GO:0030165; GO:0030425; GO:0031175; GO:0031594; GO:0032230; GO:0032433; GO:0035418; GO:0038023; GO:0042043; GO:0042802; GO:0043083; GO:0043197; GO:0043198; GO:0043235; GO:0044877; GO:0045184; GO:0045202; GO:0045664; GO:0048488; GO:0048489; GO:0048511; GO:0048789; GO:0048812; GO:0050804; GO:0050808; GO:0050839; GO:0051491; GO:0051965; GO:0051968; GO:0060074; GO:0060076; GO:0060291; GO:0060999; GO:0061002; GO:0070161; GO:0071277; GO:0072553; GO:0090125; GO:0097091; GO:0097104; GO:0097105; GO:0097110; GO:0097113; GO:0097114; GO:0097115; GO:0097119; GO:0097120; GO:0098698; GO:0098793; GO:0098942; GO:0098978; GO:0098984; GO:0099060; GO:0099174; GO:0099558; GO:0099560; GO:0140058; GO:1900029; GO:1900075; GO:1900244; GO:1902474; GO:1902533; GO:1904861; GO:1905520; GO:2000302; GO:2000310; GO:2000311; GO:2000463; GO:2000809
TDRD7_CANLF,GO:0002089; GO:0003729; GO:0007283; GO:0010608; GO:0030719; GO:0034587; GO:0035770; GO:0043186; GO:0070306
SCYL2_HUMAN,GO:0002092; GO:0004672; GO:0005102; GO:0005524; GO:0005794; GO:0006468; GO:0007420; GO:0008333; GO:0010008; GO:0021860; GO:0030136; GO:0090090; GO:2000286; GO:2000370
CD63_RAT,GO:0002092; GO:0005615; GO:0005737; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0005887; GO:0007160; GO:0009986; GO:0010008; GO:0010633; GO:0015031; GO:0016021; GO:0016477; GO:0030855; GO:0031226; GO:0031902; GO:0031904; GO:0032585; GO:0032991; GO:0035646; GO:0042470; GO:0043473; GO:0044877; GO:0045785; GO:0045807; GO:0048757; GO:0050931; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046
KTI12_DANRE,GO:0002098; GO:0005524; GO:0006357
PCP_MOUSE,GO:0002155; GO:0002353; GO:0003085; GO:0004185; GO:0005764; GO:0006508; GO:0008239; GO:0042593; GO:0043231; GO:0043535; GO:0045178; GO:0060055; GO:0097009; GO:2000377
PCP_HUMAN,GO:0002155; GO:0002353; GO:0003085; GO:0004185; GO:0005886; GO:0006508; GO:0008239; GO:0035577; GO:0042593; GO:0043231; GO:0043535; GO:0045178; GO:0060055; GO:0070062; GO:0097009; GO:0101003; GO:2000377
SO74D_DROME,GO:0002164; GO:0005886; GO:0005887; GO:0015347; GO:0022804; GO:0022857; GO:0035076; GO:0043229; GO:0043252; GO:0071702
SO74D_DROME,GO:0002164; GO:0005886; GO:0005887; GO:0015347; GO:0022804; GO:0022857; GO:0035076; GO:0043229; GO:0043252; GO:0071702
DRG2_HUMAN,GO:0002181; GO:0003723; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007165; GO:0016020; GO:0043231; GO:0046872
RWDD1_HUMAN,GO:0002181; GO:0005737; GO:0005844; GO:0030521; GO:0034599; GO:0071394; GO:2000825
SENJU_DROME,GO:0002225; GO:0005459; GO:0005794; GO:0005797; GO:0008643; GO:0030173; GO:0045751; GO:0045824; GO:0060050; GO:0072334
CSK_CHICK,GO:0002250; GO:0004715; GO:0005524; GO:0005737; GO:0046872
NAA25_DROME,GO:0002253; GO:0005737; GO:0005764; GO:0006911; GO:0006955; GO:0007298; GO:0010592; GO:0017196; GO:0030042; GO:0031416; GO:0043005; GO:0043524; GO:0045087; GO:0051015; GO:0097374; GO:1990761
GNL1_HUMAN,GO:0002456; GO:0003924; GO:0005198; GO:0005525; GO:0005615; GO:0005634; GO:0006974; GO:0007165
KLKB1_HUMAN,GO:0002542; GO:0004252; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0007596; GO:0007597; GO:0031638; GO:0031639; GO:0042730; GO:0051919; GO:0070062; GO:1905370
BI1_BOVIN,GO:0002638; GO:0005789; GO:0006914; GO:0010523; GO:0016020; GO:0016021; GO:0019899; GO:0031625; GO:0031966; GO:0032091; GO:0032469; GO:0033119; GO:0034620; GO:0060698; GO:0060702; GO:0070059; GO:1902065; GO:1902236; GO:1903298; GO:1990441; GO:2001234
ABCA1_MOUSE,GO:0002790; GO:0005102; GO:0005319; GO:0005524; GO:0005548; GO:0005768; GO:0005794; GO:0005886; GO:0005887; GO:0006497; GO:0006869; GO:0006911; GO:0007040; GO:0007186; GO:0007189; GO:0008035; GO:0008203; GO:0008320; GO:0009306; GO:0009897; GO:0009986; GO:0010875; GO:0015914; GO:0016020; GO:0016197; GO:0016323; GO:0019905; GO:0023061; GO:0030139; GO:0030301; GO:0031210; GO:0031267; GO:0032367; GO:0032489; GO:0033344; GO:0033700; GO:0034185; GO:0034186; GO:0034188; GO:0034380; GO:0034616; GO:0042157; GO:0042158; GO:0042626; GO:0042632; GO:0043231; GO:0043691; GO:0045121; GO:0045332; GO:0045335; GO:0046623; GO:0048471; GO:0051117; GO:0051649; GO:0055091; GO:0060155; GO:0071222; GO:0071300; GO:0071806; GO:0090108; GO:0090554; GO:0090556; GO:0097708; GO:0120020; GO:0140115; GO:0140328; GO:0140359
GRASS_DROME,GO:0002804; GO:0004252; GO:0005509; GO:0005576; GO:0006508; GO:0006963; GO:0017171; GO:0045087; GO:0045752; GO:0050830; GO:0050832
AIFM1_HUMAN,GO:0002931; GO:0003677; GO:0003954; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0006915; GO:0006919; GO:0009636; GO:0012501; GO:0016174; GO:0016651; GO:0030182; GO:0030261; GO:0032981; GO:0033108; GO:0043065; GO:0043525; GO:0045041; GO:0046983; GO:0048471; GO:0051402; GO:0070059; GO:0070301; GO:0071392; GO:0071732; GO:0071949; GO:0090650; GO:1902065; GO:1902510; GO:1904045
HDDC2_HUMAN,GO:0002953; GO:0046872
HDDC2_XENLA,GO:0002953; GO:0046872
CORIN_RAT,GO:0003050; GO:0004175; GO:0004252; GO:0005044; GO:0005576; GO:0005886; GO:0005887; GO:0007565; GO:0008217; GO:0009986; GO:0016486; GO:0031410; GO:0035813
CSC1_DANRE,GO:0003094; GO:0005227; GO:0005886; GO:0016021; GO:0032835; GO:1990760
